trial_num	target_nontarget	image_id	transition_duration	trial_duration	resp_1st	resp_2nd	rt_1st	rt_2nd	start_end_time
44	1	3	0.8101	1	1	0	0.7011	0	NaN
45	2	11	0.8097	1	1	0	0.6207	0	NaN
46	1	5	0.8093	1	1	0	0.6694	0	NaN
47	1	8	0.8082	1	1	0	0.549	0	NaN
48	1	6	0.8091	1	1	0	0.7297	0	NaN
49	1	10	0.8072	1	1	0	0.8492	0	NaN
50	1	6	0.8072	1	1	0	0.7228	0	NaN
51	1	1	0.8021	1	1	0	0.8315	0	NaN
52	1	10	0.807	1	1	0	0.8221	0	NaN
53	1	4	0.8062	1	1	0	0.8327	0	NaN
54	2	11	0.806	1	0	0	0	0	NaN
55	1	3	0.8008	1	1	0	0.6651	0	NaN
56	1	8	0.8052	1	1	0	0.8136	0	NaN
57	1	5	0.805	1	1	0	0.9483	0	NaN
58	1	8	0.8044	1	1	0	0.792	0	NaN
59	1	9	0.8049	1	1	0	0.9075	0	NaN
60	1	4	0.8038	1	1	0	0.7682	0	NaN
61	1	9	0.8029	1	1	0	0.7659	0	NaN
62	1	6	0.8027	1	1	0	0.8354	0	NaN
63	1	10	0.8024	1	1	0	0.762	0	NaN
64	1	3	0.8011	1	1	0	0.7997	0	NaN
65	1	10	0.8014	1	1	0	0.7823	0	NaN
66	1	4	0.8013	1	1	0	0.8889	0	NaN
67	2	11	0.8007	1	0	0	0	0	NaN
68	1	2	0.7955	1	1	0	0.7292	0	NaN
69	1	9	0.8001	1	1	0	0.7567	0	NaN
70	1	5	0.7998	1	1	0	0.8383	0	NaN
71	2	11	0.8	1	0	0	0	0	NaN
72	1	3	0.7948	1	1	0	0.7606	0	NaN
73	1	7	0.798	1	1	0	0.7323	0	NaN
74	1	4	0.8149	1	1	0	0.8529	0	NaN
75	1	2	0.8101	1	1	0	0.8045	0	NaN
76	1	7	0.814	1	1	0	0.7901	0	NaN
77	1	6	0.8125	1	1	0	0.818	0	NaN
78	1	2	0.8117	1	1	0	0.7666	0	NaN
79	1	3	0.8114	1	1	0	0.9572	0	NaN
80	1	4	0.807	1	1	0	0.8098	0	NaN
81	1	1	0.8112	1	1	0	0.9404	0	NaN
82	1	4	0.8068	1	1	0	0.8271	0	NaN
83	1	9	0.8099	1	1	0	0.9177	0	NaN
84	1	8	0.8103	1	1	0	0.8534	0	NaN
85	1	7	0.8056	1	1	0	0.806	0	NaN
86	1	2	0.8093	1	1	0	0.6766	0	NaN
87	1	9	0.8046	1	1	0	0.8773	0	NaN
88	1	10	0.8074	1	1	0	0.7979	0	NaN
89	1	2	0.8083	1	1	0	0.7695	0	NaN
90	1	7	0.8079	1	1	0	0.7862	0	NaN
91	2	11	0.8068	1	0	0	0	0	NaN
92	1	5	0.8071	1	1	0	0.7904	0	NaN
93	1	3	0.8016	1	1	0	0.7519	0	NaN
94	1	1	0.8059	1	1	0	0.6426	0	NaN
95	1	10	0.8013	1	1	0	0.4741	0	NaN
96	1	9	0.805	1	1	0	0.4967	0	NaN
97	1	1	0.8043	1	1	0	0.5874	0	NaN
98	1	7	0.8001	1	1	0	0.6498	0	NaN
99	1	1	0.8032	1	1	0	0.6677	0	NaN
100	1	6	0.8043	1	1	0	0.6663	0	NaN
101	1	10	0.8032	1	1	0	0.7888	0	NaN
102	1	6	0.8023	1	1	0	0.9253	0	NaN
103	1	9	0.8029	1	1	0	0.902	0	NaN
104	1	4	0.7977	1	1	0	0.8947	0	NaN
105	1	8	0.801	1	1	0	0.9473	0	NaN
106	1	1	0.8016	1	1	0	0.8189	0	NaN
107	1	6	0.7959	1	1	0	0.8815	0	NaN
108	1	10	0.8006	1	1	0	0.8542	0	NaN
109	1	2	0.7989	1	1	0	0.7917	0	NaN
110	1	3	0.7952	1	1	0	0.8724	0	NaN
111	1	6	0.7995	1	1	0	0.889	0	NaN
112	2	11	0.7982	1	0	0	0	0	NaN
113	1	5	0.794	1	1	0	0.4623	0	NaN
114	1	7	0.8103	1	1	0	0.4598	0	NaN
115	2	11	0.814	1	1	0	0.5494	0	NaN
116	1	7	0.8096	1	1	0	0.606	0	NaN
117	1	1	0.8132	1	1	0	0.6316	0	NaN
118	1	5	0.813	1	1	0	0.6702	0	NaN
119	1	7	0.8128	1	1	0	0.7969	0	NaN
120	1	5	0.812	1	1	0	0.8425	0	NaN
121	1	3	0.8115	1	1	0	0.8211	0	NaN
122	1	4	0.8064	1	1	0	0.8538	0	NaN
123	1	10	0.8106	1	1	0	0.7574	0	NaN
124	1	7	0.811	1	1	0	0.7941	0	NaN
125	1	2	0.8096	1	1	0	0.8966	0	NaN
126	1	9	0.8102	1	1	0	0.9762	0	NaN
127	1	8	0.809	1	1	0	0.8601	0	NaN
128	1	1	0.8086	1	1	0	0.7666	0	NaN
129	1	4	0.808	1	1	0	0.8264	0	NaN
130	1	3	0.8037	1	1	0	0.721	0	NaN
131	2	11	0.8068	1	0	0	0	0	NaN
132	1	2	0.8065	1	1	0	0.4972	0	NaN
133	1	7	0.8064	1	1	0	0.6078	0	NaN
134	2	11	0.8054	1	1	0	0.6474	0	NaN
135	1	3	0.8058	1	1	0	0.6141	0	NaN
136	1	10	0.8056	1	1	0	0.6117	0	NaN
137	1	2	0.7998	1	1	0	0.6774	0	NaN
138	1	6	0.7993	1	1	0	0.7929	0	NaN
139	1	10	0.7998	1	1	0	0.8295	0	NaN
140	1	9	0.8042	1	1	0	0.9601	0	NaN
141	1	8	0.7986	1	1	0	0.8197	0	NaN
142	2	11	0.8023	1	0	0	0	0	NaN
143	1	6	0.8019	1	1	0	0.606	0	NaN
144	1	8	0.802	1	1	0	0.5946	0	NaN
145	1	10	0.8021	1	1	0	0.6943	0	NaN
146	1	1	0.8011	1	1	0	0.582	0	NaN
147	1	9	0.8009	1	1	0	0.6515	0	NaN
148	1	7	0.7996	1	1	0	0.7181	0	NaN
149	1	9	0.7996	1	1	0	0.8317	0	NaN
150	2	11	0.7999	1	0	0	0	0	NaN
151	1	4	0.799	1	1	0	0.473	0	NaN
152	1	9	0.8103	1	1	0	0.6048	0	NaN
153	1	7	0.8149	1	1	0	0.6795	0	NaN
154	1	5	0.8132	1	1	0	0.8051	0	NaN
155	1	3	0.809	1	1	0	0.9086	0	NaN
156	1	5	0.8083	1	1	0	0.9343	0	NaN
157	2	11	0.813	1	0	0	0	0	NaN
158	1	8	0.8125	1	1	0	0.6525	0	NaN
159	1	9	0.8116	1	1	0	0.8332	0	NaN
160	1	10	0.8116	1	1	0	0.8588	0	NaN
161	1	1	0.811	1	1	0	0.9595	0	NaN
162	1	2	0.8109	1	1	0	0.9811	0	NaN
163	1	8	0.8105	1	1	0	0.9967	0	NaN
164	1	2	0.8051	1	1	0	0.9833	0	NaN
165	1	9	0.8095	1	1	0	0.8979	0	NaN
166	1	4	0.8091	1	1	0	0.8077	0	NaN
167	1	7	0.8043	1	1	0	0.7822	0	NaN
168	1	5	0.8035	1	1	0	0.8458	0	NaN
169	1	1	0.808	1	1	0	0.9715	0	NaN
170	1	8	0.807	1	1	0	0.918	0	NaN
171	1	3	0.8033	1	1	0	0.8327	0	NaN
172	1	6	0.8065	1	1	0	0.8253	0	NaN
173	1	4	0.8022	1	1	0	0.849	0	NaN
174	2	11	0.8054	1	0	0	0	0	NaN
175	1	1	0.8052	1	1	0	0.7342	0	NaN
176	1	9	0.8055	1	1	0	0.7229	0	NaN
177	1	6	0.8002	1	1	0	0.7825	0	NaN
178	2	11	0.8046	1	0	0	0	0	NaN
179	1	5	0.8034	1	1	0	0.6627	0	NaN
180	1	1	0.8032	1	1	0	0.6744	0	NaN
181	1	2	0.8033	1	1	0	0.6889	0	NaN
182	1	10	0.7985	1	1	0	0.7406	0	NaN
183	1	8	0.7982	1	1	0	0.7903	0	NaN
184	1	3	0.7971	1	1	0	0.8508	0	NaN
185	1	5	0.8009	1	1	0	0.8874	0	NaN
186	1	8	0.8015	1	1	0	0.9081	0	NaN
187	1	1	0.8011	1	1	0	0.9177	0	NaN
188	2	11	0.7954	1	0	0	0	0	NaN
189	1	4	0.8004	1	1	0	0.4849	0	NaN
190	1	10	0.7946	1	1	0	0.7058	0	NaN
191	1	4	0.7936	1	1	0	0.6625	0	NaN
192	1	7	0.7978	1	1	0	0.799	0	NaN
193	1	3	0.8102	1	1	0	0.8557	0	NaN
194	1	2	0.8309	1	1	0	0.8463	0	NaN
195	1	6	0.8137	1	1	0	0.7979	0	NaN
196	1	5	0.8136	1	1	0	0.9515	0	NaN
197	1	2	0.8129	1	1	0	0.8692	0	NaN
198	1	3	0.8124	1	1	0	0.8089	0	NaN
199	1	4	0.8121	1	1	0	0.8884	0	NaN
200	1	6	0.8066	1	1	0	0.82	0	NaN
201	1	7	0.8107	1	1	0	0.8046	0	NaN
202	1	3	0.8105	1	1	0	0.7713	0	NaN
203	1	4	0.8098	1	1	0	0.758	0	NaN
204	1	7	0.8096	1	1	0	0.6976	0	NaN
205	1	1	0.8098	1	1	0	0.7442	0	NaN
206	1	6	0.8091	1	1	0	0.6348	0	NaN
207	1	8	0.8083	1	1	0	0.7834	0	NaN
208	1	1	0.8034	1	1	0	0.914	0	NaN
209	1	3	0.8079	1	1	0	0.7747	0	NaN
210	1	7	0.8031	1	1	0	0.7474	0	NaN
211	1	10	0.8035	1	1	0	0.7909	0	NaN
212	1	4	0.8025	1	1	0	0.7376	0	NaN
213	1	1	0.8015	1	1	0	0.7962	0	NaN
214	2	11	0.8054	1	0	0	0	0	NaN
215	1	2	0.8053	1	1	0	0.7024	0	NaN
216	1	6	0.8058	1	1	0	0.605	0	NaN
217	1	3	0.8008	1	1	0	0.6316	0	NaN
218	1	7	0.8041	1	1	0	0.7442	0	NaN
219	1	4	0.7997	1	1	0	0.8108	0	NaN
220	1	8	0.8034	1	1	0	0.7625	0	NaN
221	1	9	0.8027	1	1	0	0.7621	0	NaN
222	1	1	0.7987	1	1	0	0.7688	0	NaN
223	1	4	0.8023	1	1	0	0.6904	0	NaN
224	1	5	0.7975	1	1	0	0.7099	0	NaN
225	1	9	0.802	1	1	0	0.8906	0	NaN
226	1	1	0.8005	1	1	0	0.8736	0	NaN
227	1	8	0.7958	1	1	0	0.8142	0	NaN
228	1	2	0.7955	1	1	0	0.7888	0	NaN
229	2	11	0.7945	1	0	0	0	0	NaN
230	1	3	0.7992	1	1	0	0.718	0	NaN
231	1	8	0.7948	1	1	0	0.6486	0	NaN
232	2	11	0.7983	1	1	0	0.5513	0	NaN
233	1	8	0.8095	1	1	0	0.5099	0	NaN
234	1	6	0.8137	1	1	0	0.4115	0	NaN
235	1	3	0.8135	1	1	0	0.4881	0	NaN
236	1	4	0.8132	1	1	0	0.5947	0	NaN
237	2	11	0.8084	1	1	0	0.5632	0	NaN
238	1	9	0.8123	1	1	0	0.6788	0	NaN
239	1	10	0.8121	1	1	0	0.6914	0	NaN
240	1	7	0.8117	1	1	0	0.836	0	NaN
241	1	8	0.8072	1	1	0	0.9476	0	NaN
242	1	10	0.806	1	1	0	0.9732	0	NaN
243	2	11	0.8065	1	0	0	0	0	NaN
244	1	2	0.8093	1	1	0	0.5116	0	NaN
245	1	8	0.8092	1	1	0	0.5611	0	NaN
246	1	6	0.8087	1	1	0	0.7118	0	NaN
247	1	2	0.8083	1	1	0	0.9793	0	NaN
248	2	11	0.8041	1	0	0	0	0	NaN
249	1	4	0.8039	1	1	0	0.5896	0	NaN
250	2	11	0.8074	1	1	0	0.6093	0	NaN
251	1	10	0.8073	1	1	0	0.5758	0	NaN
252	1	2	0.8024	1	1	0	0.5144	0	NaN
253	1	10	0.8057	1	1	0	0.807	0	NaN
254	1	6	0.8059	1	1	0	0.8646	0	NaN
255	1	5	0.8014	1	1	0	0.9103	0	NaN
256	1	4	0.8012	1	1	0	0.8588	0	NaN
257	1	7	0.8006	1	1	0	0.8495	0	NaN
258	1	9	0.7997	1	0	0	0	0	NaN
259	1	5	0.8029	1	1	1	0.1267	0.6097	NaN
260	1	7	0.8025	1	1	0	0.339	0	NaN
261	1	9	0.8021	1	1	0	0.5586	0	NaN
262	1	1	0.7973	1	1	0	0.7641	0	NaN
263	1	9	0.802	1	1	0	0.7738	0	NaN
264	1	5	0.7971	1	1	0	0.7005	0	NaN
265	1	4	0.8013	1	1	0	0.857	0	NaN
266	1	3	0.7967	1	1	0	0.9896	0	NaN
267	1	8	0.8007	1	1	0	0.9223	0	NaN
268	1	9	0.7959	1	1	0	0.7989	0	NaN
269	2	11	0.7953	1	0	0	0	0	NaN
270	1	10	0.7986	1	1	0	0.6021	0	NaN
271	2	11	0.7996	1	1	0	0.7699	0	NaN
272	1	6	0.7986	1	1	0	0.9334	0	NaN
273	1	5	0.8151	1	1	0	0.905	0	NaN
274	2	11	0.8099	1	1	0	0.6756	0	NaN
275	1	3	0.8095	1	0	0	0	0	NaN
276	1	6	0.8146	1	1	0	0.4039	0	NaN
277	1	5	0.8128	1	0	0	0	0	NaN
278	1	6	0.8088	1	1	0	0.2682	0	NaN
279	1	5	0.8074	1	1	0	0.4248	0	NaN
280	1	4	0.8121	1	1	0	0.6134	0	NaN
281	1	1	0.8112	1	1	0	0.777	0	NaN
282	1	2	0.8105	1	1	0	0.7336	0	NaN
283	1	8	0.8061	1	1	0	0.8172	0	NaN
284	1	9	0.8061	1	1	0	0.8388	0	NaN
285	1	2	0.8098	1	1	0	0.8285	0	NaN
286	1	10	0.8092	1	1	0	0.8221	0	NaN
287	1	3	0.8096	1	1	0	0.8387	0	NaN
288	1	6	0.8081	1	1	0	0.7774	0	NaN
289	1	9	0.8086	1	0	0	0	0	NaN
290	1	5	0.8031	1	1	1	0.0966	0.6936	NaN
291	1	7	0.8027	1	1	0	0.6512	0	NaN
292	1	5	0.8066	1	1	0	0.7637	0	NaN
293	1	2	0.8062	1	1	0	0.8443	0	NaN
294	1	1	0.806	1	1	0	0.824	0	NaN
295	1	10	0.8053	1	1	0	0.8876	0	NaN
296	1	3	0.8049	1	1	0	0.8602	0	NaN
297	1	2	0.8053	1	1	0	0.8659	0	NaN
298	1	1	0.8043	1	1	0	0.7085	0	NaN
299	1	10	0.8036	1	1	0	0.6711	0	NaN
300	1	7	0.804	1	1	0	0.7338	0	NaN
301	2	11	0.8032	1	0	0	0	0	NaN
302	1	2	0.803	1	1	0	0.6149	0	NaN
303	1	9	0.7977	1	1	0	0.6985	0	NaN
304	1	10	0.8022	1	1	0	0.7213	0	NaN
305	1	4	0.8017	1	1	0	0.8228	0	NaN
306	1	10	0.8017	1	1	0	0.8624	0	NaN
307	1	8	0.8007	1	1	0	0.8241	0	NaN
308	1	7	0.8001	1	1	0	0.9127	0	NaN
309	1	1	0.8004	1	1	0	0.8203	0	NaN
310	1	9	0.8001	1	1	0	0.675	0	NaN
311	1	1	0.7954	1	1	0	0.6687	0	NaN
312	1	5	0.7986	1	1	0	0.6422	0	NaN
313	1	10	0.7939	1	1	0	0.6058	0	NaN
314	1	7	0.7977	1	1	0	0.7204	0	NaN
315	1	3	0.8106	1	1	0	0.703	0	NaN
316	1	8	0.8146	1	1	0	0.8796	0	NaN
317	1	5	0.809	1	1	0	0.8563	0	NaN
318	2	11	0.8078	1	0	0	0	0	NaN
319	1	7	0.8121	1	1	0	0.6517	0	NaN
320	2	11	0.8117	1	0	0	0	0	NaN
321	1	3	0.8114	1	1	0	0.587	0	NaN
322	1	4	0.8068	1	1	0	0.6567	0	NaN
323	1	5	0.81	1	1	0	0.8542	0	NaN
324	1	1	0.8104	1	1	0	0.7409	0	NaN
325	1	6	0.81	1	1	0	0.8275	0	NaN
326	1	4	0.81	1	1	0	0.8261	0	NaN
327	1	6	0.8086	1	1	0	0.7327	0	NaN
328	1	2	0.8047	1	1	0	0.8244	0	NaN
329	1	7	0.8092	1	1	0	0.823	0	NaN
330	1	2	0.8082	1	1	0	0.7427	0	NaN
331	1	7	0.8078	1	1	0	0.7323	0	NaN
332	2	11	0.8077	1	0	0	0	0	NaN
333	1	4	0.8065	1	1	0	0.7226	0	NaN
334	2	11	0.8065	1	1	0	0.6692	0	NaN
335	1	8	0.8054	1	1	0	0.6558	0	NaN
336	1	5	0.8007	1	1	0	0.8284	0	NaN
337	1	2	0.8064	1	1	0	0.758	0	NaN
338	2	11	0.8048	1	0	0	0	0	NaN
339	1	10	0.8039	1	1	0	0.6632	0	NaN
340	1	9	0.7997	1	1	0	0.6709	0	NaN
341	1	6	0.7993	1	1	0	0.8805	0	NaN
342	1	2	0.8035	1	1	0	0.8981	0	NaN
343	1	9	0.8032	1	1	0	0.9817	0	NaN
344	1	4	0.8019	1	1	0	0.9314	0	NaN
345	1	5	0.802	1	1	0	0.848	0	NaN
346	1	8	0.7976	1	1	0	0.8177	0	NaN
347	1	1	0.801	1	1	0	0.8393	0	NaN
348	1	6	0.801	1	1	0	0.8399	0	NaN
349	1	2	0.7963	1	1	0	0.7986	0	NaN
350	1	5	0.7955	1	1	0	0.7421	0	NaN
351	1	4	0.8	1	1	0	0.6518	0	NaN
352	1	1	0.7991	1	1	0	0.7855	0	NaN
353	1	8	0.7997	1	1	0	0.802	0	NaN
354	1	1	0.7988	1	0	0	0	0	NaN
355	1	9	0.7974	1	1	1	0.1184	0.6603	NaN
356	1	1	0.8141	1	1	0	0.7099	0	NaN
357	1	5	0.8134	1	1	0	0.6704	0	NaN
358	1	6	0.8138	1	1	0	0.6471	0	NaN
359	1	7	0.8135	1	1	0	0.7917	0	NaN
360	1	1	0.8131	1	1	0	0.7334	0	NaN
361	1	10	0.8125	1	1	0	0.6849	0	NaN
362	1	6	0.812	1	1	0	0.6575	0	NaN
363	1	3	0.8077	1	1	0	0.7041	0	NaN
364	1	8	0.8115	1	1	0	0.8078	0	NaN
365	1	4	0.8104	1	1	0	0.8974	0	NaN
366	1	10	0.8106	1	1	0	0.9229	0	NaN
367	1	1	0.8059	1	1	0	0.9865	0	NaN
368	1	7	0.8054	1	1	0	0.8722	0	NaN
369	2	11	0.8046	1	1	0	0.9418	0	NaN
370	1	2	0.8088	1	1	0	0.5825	0	NaN
371	2	11	0.8083	1	1	0	0.286	0	NaN
372	1	3	0.8034	1	1	0	0.5617	0	NaN
373	1	6	0.808	1	1	0	0.4473	0	NaN
374	1	10	0.8066	1	1	0	0.5648	0	NaN
375	1	7	0.8063	1	1	0	0.5859	0	NaN
376	1	5	0.8009	1	1	0	0.7264	0	NaN
377	2	11	0.8047	1	1	0	0.7351	0	NaN
378	1	9	0.8046	1	1	0	0.8996	0	NaN
379	1	8	0.8004	1	1	0	0.7914	0	NaN
380	1	3	0.7995	1	1	0	0.773	0	NaN
381	1	6	0.804	1	1	0	0.7175	0	NaN
382	2	11	0.8028	1	0	0	0	0	NaN
383	1	3	0.8031	1	1	0	0.6298	0	NaN
384	1	10	0.8026	1	1	0	0.8354	0	NaN
385	1	4	0.8027	1	1	0	0.8551	0	NaN
386	1	8	0.8027	1	1	0	0.8027	0	NaN
387	1	3	0.7968	1	1	0	0.6923	0	NaN
388	1	10	0.801	1	1	0	0.683	0	NaN
389	1	9	0.7963	1	1	0	0.9626	0	NaN
390	1	2	0.7998	1	1	0	0.8212	0	NaN
391	1	9	0.7998	1	0	0	0	0	NaN
392	1	4	0.7953	1	1	1	0.0024	0.8915	NaN
393	1	6	0.7993	1	1	0	0.743	0	NaN
394	1	7	0.7945	1	1	0	0.8587	0	NaN
395	1	3	0.7939	1	1	0	0.8473	0	NaN
396	1	8	0.8149	1	1	0	0.857	0	NaN
397	1	3	0.8142	1	1	0	0.9656	0	NaN
398	1	9	0.8091	1	1	0	0.8892	0	NaN
399	1	5	0.8129	1	1	0	0.8558	0	NaN
400	1	2	0.8126	1	1	0	0.7315	0	NaN
401	1	4	0.8086	1	1	0	0.8111	0	NaN
402	2	11	0.8076	1	0	0	0	0	NaN
403	1	5	0.8115	1	1	0	0.5515	0	NaN
404	1	9	0.8071	1	1	0	0.379	0	NaN
405	1	2	0.8103	1	1	0	0.5976	0	NaN
406	1	9	0.8058	1	1	0	0.7323	0	NaN
407	1	2	0.8101	1	1	0	0.5309	0	NaN
408	2	11	0.8094	1	0	0	0	0	NaN
409	1	1	0.8054	1	1	0	0.6621	0	NaN
410	1	8	0.8046	1	1	0	0.6727	0	NaN
411	1	10	0.8091	1	1	0	0.7044	0	NaN
412	1	5	0.8082	1	1	0	0.776	0	NaN
413	1	3	0.8071	1	1	0	0.8856	0	NaN
414	2	11	0.8083	1	0	0	0	0	NaN
415	1	3	0.8072	1	1	0	0.6329	0	NaN
416	1	6	0.8074	1	1	0	0.7675	0	NaN
417	2	11	0.8062	1	0	0	0	0	NaN
418	1	8	0.8017	1	1	0	0.6347	0	NaN
419	1	2	0.8056	1	1	0	0.8184	0	NaN
420	1	4	0.805	1	1	0	0.7981	0	NaN
421	2	11	0.805	1	0	0	0	0	NaN
422	1	6	0.804	1	1	0	0.6514	0	NaN
423	1	9	0.7995	1	1	0	0.7379	0	NaN
424	1	8	0.8045	1	1	0	0.6925	0	NaN
425	1	1	0.8036	1	1	0	0.8121	0	NaN
426	1	8	0.8033	1	1	0	0.9748	0	NaN
427	1	5	0.798	1	1	0	0.7855	0	NaN
428	1	3	0.7969	1	1	0	0.7121	0	NaN
429	1	7	0.7972	1	1	0	0.7948	0	NaN
430	1	8	0.8012	1	1	0	0.8203	0	NaN
431	1	10	0.8009	1	1	0	0.692	0	NaN
432	1	7	0.8	1	1	0	0.8166	0	NaN
433	1	4	0.7956	1	1	0	0.8533	0	NaN
434	1	10	0.7994	1	1	0	0.781	0	NaN
435	1	2	0.7991	1	1	0	0.9505	0	NaN
436	1	10	0.7993	1	1	0	0.7653	0	NaN
437	1	4	0.7986	1	1	0	0.7189	0	NaN
438	1	6	0.7941	1	1	0	0.7325	0	NaN
439	1	7	0.8145	1	1	0	0.7891	0	NaN
440	1	3	0.8093	1	1	0	0.7968	0	NaN
441	1	2	0.8137	1	1	0	0.8524	0	NaN
442	1	5	0.8136	1	1	0	0.797	0	NaN
443	1	8	0.8084	1	1	0	0.8736	0	NaN
444	1	4	0.8126	1	1	0	0.8452	0	NaN
445	2	11	0.8112	1	1	0	0.9662	0	NaN
446	1	5	0.8114	1	0	0	0	0	NaN
447	1	1	0.8066	1	1	0	0.1265	0	NaN
448	1	9	0.8103	1	1	0	0.4112	0	NaN
449	1	7	0.806	1	1	0	0.6068	0	NaN
450	1	5	0.8097	1	1	0	0.7744	0	NaN
451	1	6	0.8051	1	1	0	0.762	0	NaN
452	1	4	0.8091	1	1	0	0.8426	0	NaN
453	1	7	0.808	1	1	0	0.7713	0	NaN
454	1	4	0.8078	1	1	0	0.9668	0	NaN
455	1	9	0.8073	1	1	0	0.9665	0	NaN
456	1	10	0.8068	1	1	0	0.9161	0	NaN
457	1	6	0.8025	1	1	0	0.7848	0	NaN
458	1	8	0.8016	1	1	0	0.6504	0	NaN
459	1	1	0.8072	1	1	0	0.783	0	NaN
460	1	6	0.8053	1	1	0	0.8797	0	NaN
461	1	4	0.8046	1	1	0	0.8203	0	NaN
462	1	8	0.8051	1	1	0	0.8669	0	NaN
463	2	11	0.8003	1	0	0	0	0	NaN
464	1	10	0.8049	1	1	0	0.6992	0	NaN
465	1	3	0.7991	1	1	0	0.7826	0	NaN
466	1	10	0.7989	1	1	0	0.7984	0	NaN
467	1	2	0.8036	1	1	0	0.787	0	NaN
468	1	3	0.8027	1	1	0	0.8057	0	NaN
469	1	1	0.7973	1	1	0	0.7763	0	NaN
470	1	7	0.7976	1	1	0	0.648	0	NaN
471	2	11	0.802	1	0	0	0	0	NaN
472	1	3	0.8006	1	1	0	0.7912	0	NaN
473	1	2	0.8012	1	1	0	0.9079	0	NaN
474	1	9	0.7956	1	1	0	0.7485	0	NaN
475	1	2	0.7999	1	1	0	0.7222	0	NaN
476	1	3	0.7994	1	1	0	0.7777	0	NaN
477	1	10	0.7993	1	1	0	0.6835	0	NaN
478	1	1	0.7945	1	1	0	0.862	0	NaN
479	1	5	0.7987	1	1	0	0.9047	0	NaN
480	1	6	0.8101	1	1	0	0.9043	0	NaN
481	1	9	0.8143	1	1	0	0.813	0	NaN
482	2	11	0.8144	1	1	0	0.9876	0	NaN
483	1	7	0.8141	1	0	0	0	0	NaN
484	1	6	0.8129	1	1	0	0.6379	0	NaN
485	1	4	0.8125	1	1	0	0.9265	0	NaN
486	1	7	0.8125	1	1	0	0.9661	0	NaN
487	1	5	0.8121	1	1	0	0.9047	0	NaN
488	1	10	0.8077	1	1	0	0.7524	0	NaN
489	1	3	0.8072	1	1	0	0.787	0	NaN
490	1	9	0.8121	1	1	0	0.9576	0	NaN
491	1	1	0.8107	1	1	0	0.8242	0	NaN
492	2	11	0.8104	1	0	0	0	0	NaN
493	1	8	0.8097	1	1	0	0.7076	0	NaN
494	1	6	0.8096	1	1	0	0.6132	0	NaN
495	1	9	0.805	1	1	0	0.7718	0	NaN
496	1	2	0.8079	1	1	0	0.7354	0	NaN
497	1	1	0.8085	1	1	0	0.6401	0	NaN
498	1	7	0.8084	1	1	0	0.6047	0	NaN
499	1	1	0.8029	1	1	0	0.7274	0	NaN
500	1	5	0.8064	1	1	0	0.7629	0	503.228692
