onset	duration	trial_num	target_nontarget	image_id	transition_duration	resp_1st	resp_2nd	rt_1st	rt_2nd	acc
3.20745263200934	1.2001	1	1	157	0.5009	1	0	1.0419	0	1
NaN	1.2001	2	1	133	0.51	1	0	0.9026	0	1
NaN	1.2002	3	1	151	0.5069	1	0	0.8381	0	1
NaN	1.2	4	2	126	0.5041	2	0	0.8015	0	1
NaN	1.2	5	1	147	0.5033	1	0	0.7475	0	1
NaN	1.2	6	1	123	0.5046	1	0	0.8118	0	1
NaN	1.2	7	1	89	0.5052	1	0	0.7034	0	1
NaN	1.2	8	1	173	0.5025	1	0	0.6859	0	1
NaN	1.2	9	1	33	0.5114	1	0	0.7763	0	1
NaN	1.2	10	1	95	0.5103	1	0	0.6348	0	1
NaN	1.2	11	1	31	0.5094	1	0	0.9783	0	1
NaN	1.2	12	1	3	0.5095	1	0	0.8007	0	1
NaN	1.2	13	1	53	0.5103	1	0	1.0382	0	1
NaN	1.2	14	1	116	0.5084	1	0	0.9241	0	1
NaN	1.2	15	1	79	0.5082	1	0	0.7612	0	1
NaN	1.2	16	1	119	0.5081	2	0	0.871	0	0
NaN	1.2	17	1	15	0.5027	1	0	1.0173	0	1
NaN	1.2	18	2	162	0.5082	2	0	0.8168	0	1
NaN	1.2	19	1	103	0.5399	1	0	0.6708	0	1
NaN	1.2	20	1	5	0.507	1	0	0.7016	0	1
NaN	1.2	21	1	59	0.5067	1	0	0.7453	0	1
NaN	1.2	22	2	174	0.5064	2	0	0.8867	0	1
NaN	1.2	23	1	105	0.5055	1	0	0.7985	0	1
NaN	1.2	24	2	168	0.5051	2	0	0.8267	0	1
NaN	1.2	25	1	61	0.5048	1	0	0.7526	0	1
NaN	1.2	26	1	176	0.5044	1	0	0.7659	0	1
NaN	1.2	27	1	169	0.504	1	0	0.7107	0	1
NaN	1.2	28	1	154	0.5059	1	0	0.6941	0	1
NaN	1.2	29	1	26	0.5054	1	0	0.6625	0	1
NaN	1.2	30	1	139	0.5054	1	0	0.8003	0	1
NaN	1.2	31	1	28	0.5041	1	0	0.5985	0	1
NaN	1.2	32	1	124	0.5034	1	0	0.6992	0	1
NaN	1.2	33	1	44	0.5028	1	0	0.7427	0	1
NaN	1.2	34	1	22	0.5031	1	0	0.7915	0	1
NaN	1.2	35	2	54	0.5105	2	0	0.8429	0	1
NaN	1.2	36	1	4	0.5091	1	0	0.7206	0	1
NaN	1.2	37	1	117	0.5101	1	0	0.7018	0	1
NaN	1.2	38	2	48	0.5094	2	0	0.7178	0	1
NaN	1.2	39	1	148	0.5084	1	0	0.6902	0	1
NaN	1.2	40	1	52	0.5082	1	0	0.6907	0	1
NaN	1.2	41	2	12	0.5088	2	0	0.7259	0	1
NaN	1.2	42	2	60	0.5167	2	0	0.9414	0	1
NaN	1.2	43	1	160	0.5073	1	0	0.74	0	1
NaN	1.2	44	1	167	0.508	1	0	0.6975	0	1
NaN	1.2	45	1	19	0.5067	1	0	0.7242	0	1
NaN	1.2	46	1	8	0.5069	1	0	0.737	0	1
NaN	1.2	47	1	153	0.5059	1	0	0.654	0	1
NaN	1.2	48	1	101	0.5053	1	0	0.746	0	1
NaN	1.2	49	1	104	0.5066	1	0	0.7891	0	1
NaN	1.2	50	2	102	0.5048	2	0	0.7415	0	1
NaN	1.2	51	2	144	0.5051	2	0	0.7231	0	1
NaN	1.2	52	1	85	0.5052	1	0	0.7856	0	1
NaN	1.2	53	2	24	0.5044	2	0	0.7456	0	1
NaN	1.2	54	1	64	0.5036	1	0	0.6946	0	1
NaN	1.2	55	2	96	0.5034	2	0	0.7341	0	1
NaN	1.2	56	1	13	0.5046	1	0	0.7359	0	1
NaN	1.2	57	1	35	0.5027	1	0	0.5729	0	1
NaN	1.2	58	1	106	0.5024	1	0	0.6102	0	1
NaN	1.2	59	1	152	0.504	1	0	0.6425	0	1
NaN	1.2	60	1	121	0.5031	1	0	0.6935	0	1
NaN	1.2	61	1	111	0.5115	1	0	0.6445	0	1
NaN	1.2	62	1	55	0.5095	1	0	0.8879	0	1
NaN	1.2	63	1	45	0.5105	1	0	0.6702	0	1
NaN	1.2	64	1	43	0.51	1	0	0.6041	0	1
NaN	1.2	65	1	164	0.5102	1	0	0.6106	0	1
